Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,6.447410583496094,6.695000171661377,15.645691871643066,23.300674438476562,0.4239518344402313,7.643214225769043,6.695000171661377,15.684433937072754,30.950000762939453,0.4622499942779541,7.660714149475098,6.83050012588501,15.753503799438477,31.100000381469727,0.46549999713897705,7.585000038146973,6.6570000648498535,15.621622085571289,30.59000015258789,0.45274999737739563,7.622499942779541,6.8125,15.689438819885254,30.6200008392334,0.46274998784065247,493729600,151998000,78169752,38409100,800204000
2010-01-05,6.458559036254883,6.734499931335449,15.576793670654297,23.308204650878906,0.4301426112651825,7.656428813934326,6.734499931335449,15.615365028381348,30.959999084472656,0.4690000116825104,7.699643135070801,6.77400016784668,15.711711883544922,31.100000381469727,0.4740000069141388,7.6160712242126465,6.5904998779296875,15.554054260253906,30.639999389648438,0.46050000190734863,7.664286136627197,6.671500205993652,15.695195198059082,30.850000381469727,0.46050000190734863,601904800,177038000,120067812,49749600,728648000
2010-01-06,6.355825901031494,6.612500190734863,15.184123992919922,23.16516876220703,0.4328940808773041,7.534643173217773,6.612500190734863,15.221721649169922,30.770000457763672,0.47200000286102295,7.68678617477417,6.736499786376953,15.662161827087402,31.079999923706055,0.4729999899864197,7.526785850524902,6.582499980926514,15.174174308776855,30.520000457763672,0.46424999833106995,7.656428813934326,6.730000019073486,15.662161827087402,30.8799991607666,0.46875,552160000,143576000,158988852,58182400,649168000
2010-01-07,6.344078063964844,6.5,14.830643653869629,22.924257278442383,0.4244104027748108,7.520713806152344,6.5,14.867366790771484,30.450000762939453,0.46274998784065247,7.5714287757873535,6.616000175476074,15.265265464782715,30.700000762939453,0.4715000092983246,7.466071128845215,6.440000057220459,14.83108139038086,30.190000534057617,0.45925000309944153,7.5625,6.600500106811523,15.250249862670898,30.6299991607666,0.46950000524520874,477131200,220604000,256315428,50559700,547792000
2010-01-08,6.386253356933594,6.676000118255615,15.028352737426758,23.082351684570312,0.4253275990486145,7.570713996887207,6.676000118255615,15.065566062927246,30.65999984741211,0.4637500047683716,7.5714287757873535,6.684000015258789,15.096345901489258,30.8799991607666,0.46700000762939453,7.466429233551025,6.451499938964844,14.742491722106934,30.239999771118164,0.45625001192092896,7.510714054107666,6.5279998779296875,14.814814567565918,30.280000686645508,0.45899999141693115,447610800,196610000,188783028,51197400,478168000
2010-01-11,6.329916954040527,6.515500068664551,15.005637168884277,22.78874397277832,0.4193660616874695,7.503929138183594,6.515500068664551,15.042793273925781,30.270000457763672,0.4572499990463257,7.607142925262451,6.639999866485596,15.126626968383789,30.760000228881836,0.46825000643730164,7.444643020629883,6.4604997634887695,14.865865707397461,30.1200008392334,0.4507499933242798,7.599999904632568,6.63100004196167,15.126626968383789,30.709999084472656,0.4662500023841858,462229600,175588000,288227484,68754700,556612000
2010-01-12,6.257913589477539,6.367499828338623,14.740277290344238,22.638172149658203,0.40515029430389404,7.4185709953308105,6.367499828338623,14.776777267456055,30.06999969482422,0.4417499899864197,7.491786003112793,6.491000175476074,14.968969345092773,30.399999618530273,0.45225000381469727,7.372142791748047,6.327499866485596,14.714715003967285,29.90999984741211,0.4322499930858612,7.471070766448975,6.44950008392334,14.956206321716309,30.149999618530273,0.4505000114440918,594459600,181926000,193937868,65912100,627432000
2010-01-13,6.346187114715576,6.45550012588501,14.655652046203613,22.848970413208008,0.4106532633304596,7.523213863372803,6.45550012588501,14.69194221496582,30.350000381469727,0.4477500021457672,7.533214092254639,6.485499858856201,14.724224090576172,30.520000457763672,0.4492500126361847,7.289286136627197,6.287499904632568,14.361862182617188,30.010000228881836,0.42750000953674316,7.423929214477539,6.394999980926514,14.426676750183105,30.260000228881836,0.44475001096725464,605892000,214464000,259604136,51863500,508868000
2010-01-14,6.309431076049805,6.367499828338623,14.724550247192383,23.308204650878906,0.40423309803009033,7.479642868041992,6.367499828338623,14.761011123657227,30.959999084472656,0.44075000286102295,7.5164289474487305,6.519000053405762,14.86987018585205,31.100000381469727,0.445499986410141,7.465000152587891,6.320000171661377,14.584835052490234,30.260000228881836,0.4332500100135803,7.503929138183594,6.456999778747559,14.612112045288086,30.309999465942383,0.44225001335144043,432894000,195498000,169434396,63228100,608524000
2010-01-15,6.203986167907715,6.35699987411499,14.478663444519043,23.232929229736328,0.3923102915287018,7.354642868041992,6.35699987411499,14.514514923095703,30.860000610351562,0.42774999141693115,7.557143211364746,6.482500076293945,14.853854179382324,31.239999771118164,0.4412499964237213,7.352499961853027,6.353000164031982,14.46546459197998,30.709999084472656,0.421999990940094,7.533214092254639,6.459000110626221,14.848347663879395,31.079999923706055,0.4375,594067600,307530000,217162620,79913200,818192000
2010-01-19,6.4784417152404785,6.380499839782715,14.668882369995117,23.413604736328125,0.39964747428894043,7.679999828338623,6.380499839782715,14.705204963684082,31.100000381469727,0.43575000762939453,7.685357093811035,6.400000095367432,14.775275230407715,31.239999771118164,0.43849998712539673,7.401429176330566,6.2164998054504395,14.421671867370605,30.68000030517578,0.4232499897480011,7.440357208251953,6.315499782562256,14.54454517364502,30.75,0.4244999885559082,730007600,177852000,172495332,46575700,545328000
2010-01-20,6.378723621368408,6.289000034332275,14.488897323608398,23.02964973449707,0.3980424404144287,7.56178617477417,6.289000034332275,14.524774551391602,30.59000015258789,0.4339999854564667,7.698214054107666,6.460000038146973,14.664163589477539,30.940000534057617,0.43575000762939453,7.482142925262451,6.254000186920166,14.396647453308105,30.309999465942383,0.4244999885559082,7.675356864929199,6.356500148773193,14.664163589477539,30.809999465942383,0.43024998903274536,612152800,181494000,129897972,54849500,719728000
2010-01-21,6.268458366394043,6.330999851226807,14.553053855895996,22.59300994873047,0.39093443751335144,7.431070804595947,6.330999851226807,14.589089393615723,30.010000228881836,0.42625001072883606,7.618214130401611,6.40749979019165,14.685185432434082,30.719999313354492,0.4415000081062317,7.400356769561768,6.25,14.320570945739746,30.0,0.42225000262260437,7.574285984039307,6.36299991607666,14.600601196289062,30.610000610351562,0.4337500035762787,608154400,199412000,252055692,73086700,608632000
2010-01-22,5.9575514793396,6.071499824523926,13.730016708374023,21.802507400512695,0.3774065673351288,7.0625,6.071499824523926,13.76401424407959,28.959999084472656,0.4115000069141388,7.410714149475098,6.383500099182129,14.279278755187988,30.200000762939453,0.42899999022483826,7.041429042816162,6.038000106811523,13.38488483428955,28.84000015258789,0.4090000092983246,7.385000228881836,6.28000020980835,14.126626968383789,30.0,0.42124998569488525,881767600,231378000,271743984,102004600,1067916000
2010-01-25,6.117824077606201,6.015500068664551,13.480134963989258,22.07353973388672,0.3838266432285309,7.252500057220459,6.015500068664551,13.513513565063477,29.31999969482422,0.41850000619888306,7.310713768005371,6.113999843597412,13.760761260986328,29.65999984741211,0.42649999260902405,7.1496429443359375,5.906000137329102,13.401150703430176,29.100000381469727,0.4152500033378601,7.232500076293945,6.105000019073486,13.678427696228027,29.239999771118164,0.4182499945163727,1065699600,240478000,176619204,63373000,643676000
2010-01-26,6.204288482666016,5.973999977111816,13.540545463562012,22.20904541015625,0.3716743588447571,7.355000019073486,5.973999977111816,13.574073791503906,29.5,0.40525001287460327,7.632500171661377,6.14900016784668,13.753753662109375,29.850000381469727,0.4192500114440918,7.235000133514404,5.953000068664551,13.420671463012695,29.09000015258789,0.4050000011920929,7.3553571701049805,6.0279998779296875,13.462713241577148,29.200000762939453,0.4165000021457672,1867110000,191180000,174045780,66639900,714636000
2010-01-27,6.2627363204956055,6.137499809265137,13.532557487487793,22.3370361328125,0.3817630112171173,7.424285888671875,6.137499809265137,13.566065788269043,29.670000076293945,0.41624999046325684,7.520713806152344,6.166500091552734,13.704955101013184,29.81999969482422,0.4177500009536743,7.126070976257324,5.940000057220459,13.396145820617676,29.020000457763672,0.40049999952316284,7.387499809265137,6.051499843597412,13.545294761657715,29.350000381469727,0.4050000011920929,1722568400,295306000,158417424,63949500,812504000
2010-01-28,6.003946304321289,6.301499843597412,13.337594985961914,21.953079223632812,0.3689228296279907,7.117499828338623,6.301499843597412,13.370620727539062,29.15999984741211,0.4022499918937683,7.339285850524902,6.360000133514404,13.688689231872559,29.8700008392334,0.42100000381469727,7.096428871154785,6.139999866485596,13.278278350830078,28.889999389648438,0.39649999141693115,7.318929195404053,6.221499919891357,13.625876426696777,29.84000015258789,0.4194999933242798,1173502400,545862000,129034836,117513700,687764000
2010-01-29,5.786131858825684,6.270500183105469,13.229004859924316,21.215293884277344,0.352872759103775,6.859285831451416,6.270500183105469,13.261761665344238,28.18000030517578,0.38475000858306885,7.221428871154785,6.59250020980835,13.538288116455078,29.920000076293945,0.4112499952316284,6.794642925262451,6.206999778747559,13.153403282165527,27.65999984741211,0.3787499964237213,7.181428909301758,6.488500118255615,13.475726127624512,29.899999618530273,0.40674999356269836,1245952400,589426000,165454380,193888500,774700000
2010-02-01,5.8665690422058105,5.94350004196167,13.305891036987305,21.388446807861328,0.37992867827415466,6.9546427726745605,5.94350004196167,13.338838577270508,28.40999984741211,0.414249986410141,7.0,6.243000030517578,13.408658981323242,28.479999542236328,0.41499999165534973,6.8321428298950195,5.690999984741211,13.270771026611328,27.920000076293945,0.382999986410141,6.870357036590576,6.158999919891357,13.378377914428711,28.389999389648438,0.38624998927116394,749876400,755488000,89941968,85931100,949832000
2010-02-02,5.900613784790039,5.906000137329102,13.258460998535156,21.42608642578125,0.3838266432285309,6.994999885559082,5.906000137329102,13.291291236877441,28.459999084472656,0.41850000619888306,7.0114288330078125,5.948999881744385,13.3873872756958,28.5,0.42375001311302185,6.906428813934326,5.71999979019165,13.203453063964844,28.139999389648438,0.4115000069141388,6.996786117553711,5.939499855041504,13.3873872756958,28.3700008392334,0.4127500057220459,698342400,461594000,163684152,54413700,849812000
2010-02-03,6.002139091491699,5.954999923706055,13.500603675842285,21.5540714263916,0.3870367407798767,7.115356922149658,5.954999923706055,13.53403377532959,28.6299991607666,0.421999990940094,7.150000095367432,5.980500221252441,13.566065788269043,28.790000915527344,0.42375001311302185,6.943571090698242,5.828000068664551,13.218969345092773,28.1200008392334,0.4127500057220459,6.9703569412231445,5.855999946594238,13.22998046875,28.260000228881836,0.41475000977516174,615328000,248118000,119844036,61397900,562296000
2010-02-04,5.785830020904541,5.796999931335449,13.150121688842773,20.959314346313477,0.36456647515296936,6.85892915725708,5.796999931335449,13.182682991027832,27.84000015258789,0.39750000834465027,7.0846428871154785,6.016499996185303,13.463462829589844,28.5,0.4182499945163727,6.841785907745361,5.7870001792907715,13.152152061462402,27.809999465942383,0.3930000066757202,7.026071071624756,5.932000160217285,13.438438415527344,28.3799991607666,0.4182499945163727,757652000,255680000,134972892,77850000,783480000
2010-02-05,5.888561725616455,5.869500160217285,13.262704849243164,21.094829559326172,0.37190353870391846,6.980713844299316,5.869500160217285,13.29554557800293,28.020000457763672,0.40549999475479126,7.0,5.882500171661377,13.350851058959961,28.280000686645508,0.4065000116825104,6.816071033477783,5.704999923706055,13.074575424194336,27.56999969482422,0.38999998569488525,6.879642963409424,5.794000148773193,13.223222732543945,28.0,0.3970000147819519,850306800,220496000,126113760,80960100,604856000
2010-02-08,5.848193645477295,5.8414998054504395,13.317123413085938,20.86897850036621,0.37121570110321045,6.932857036590576,5.8414998054504395,13.350099563598633,27.719999313354492,0.4047499895095825,7.067142963409424,6.050000190734863,13.56356430053711,28.079999923706055,0.41449999809265137,6.9285712242126465,5.828000068664551,13.301551818847656,27.56999969482422,0.39675000309944153,6.98892879486084,5.968999862670898,13.325825691223145,28.010000228881836,0.40424999594688416,478270800,197804000,107664228,52820600,445160000
2010-02-09,5.910552978515625,5.901500225067139,13.391264915466309,21.08730125427246,0.3682350814342499,7.006785869598389,5.901500225067139,13.424424171447754,28.010000228881836,0.40149998664855957,7.0535712242126465,5.954500198364258,13.551801681518555,28.34000015258789,0.41324999928474426,6.955357074737549,5.849999904632568,13.39013957977295,27.75,0.39750000834465027,7.014999866485596,5.909999847412109,13.502001762390137,27.969999313354492,0.4112499952316284,632886800,184460000,112671216,59195800,930144000
2010-02-10,5.8783183097839355,5.868000030517578,13.341588973999023,21.072248458862305,0.3753429651260376,6.968571186065674,5.868000030517578,13.374625205993652,27.989999771118164,0.4092499911785126,7.021429061889648,5.930500030517578,13.458208084106445,28.239999771118164,0.4129999876022339,6.937857151031494,5.800000190734863,13.20545482635498,27.84000015258789,0.4012500047683716,6.996070861816406,5.900000095367432,13.36511516571045,28.030000686645508,0.40400001406669617,370361600,124664000,106873020,48591300,535828000
2010-02-11,5.985265731811523,6.004499912261963,13.390266418457031,21.170120239257812,0.39253947138786316,7.0953569412231445,6.004499912261963,13.423422813415527,28.1200008392334,0.42800000309944153,7.1339287757873535,6.020999908447266,13.525775909423828,28.399999618530273,0.4325000047683716,6.930714130401611,5.824999809265137,13.250750541687012,27.700000762939453,0.4127500057220459,6.960000038146973,5.860499858856201,13.346345901489258,27.93000030517578,0.41574999690055847,550345600,166870000,96303600,65993700,695980000
